music		Data/music/st6.bor
at	2200




spawn	zombi4
coords	350 210
at	2200



spawn	Slime_Monster
coords	430 190
at	2200

spawn	ghoul
coords	350 210
at	2200



spawn	walker
coords	430 190
at	2200


spawn	Hell_Hound
map     1
coords	350 210
at	2200


spawn	zombi4
map     1
coords	350 210
at	2200




spawn	zombi4
coords	350 210
at	2200



spawn	Slime_Monster
coords	430 190
at	2200

spawn	ghoul
coords	350 210
at	2200



spawn	walker
coords	430 190
at	2200


spawn	Hell_Hound
map     1
coords	350 210
at	2200


spawn	zombi4
map     1
coords	350 210
at	2200




spawn	zombi4
coords	350 210
at	2200



spawn	Slime_Monster
coords	430 190
at	2200

spawn	ghoul
coords	350 210
at	2200



spawn	walker
coords	430 190
at	2200


spawn	Hell_Hound
map     1
coords	350 210
at	2200


spawn	zombi4
map     1
coords	350 210
at	2200




spawn	zombi4
coords	350 210
at	2200



spawn	Slime_Monster
coords	430 190
at	2200

spawn	ghoul
coords	350 210
at	2200



spawn	walker
coords	430 190
at	2200


spawn	Hell_Hound
map     1
coords	350 210
at	2200


spawn	zombi4
map     1
coords	350 210
at	2200




spawn	zombi4
coords	350 210
at	2200



spawn	Slime_Monster
coords	430 190
at	2200

spawn	ghoul
coords	350 210
at	2200



spawn	walker
coords	430 190
at	2200


spawn	Hell_Hound
map     1
coords	350 210
at	2200


spawn	zombi4
map     1
coords	350 210
at	2200




spawn	zombi4
coords	350 210
at	2200



spawn	Slime_Monster
coords	430 190
at	2200


#################################################

wait 
at 2500

group   4 4
at      2500

spawn	zombi4
coords	350 210
at	2500



spawn	Slime_Monster
coords	430 190
at	2500

spawn	zombi4
coords	350 210
at	2500



spawn	Slime_Monster
coords	430 190
at	2500

spawn	zombi4
coords	350 210
at	2500



spawn	Slime_Monster
coords	430 190
at	2500

spawn	zombi4
coords	350 210
at	2500



spawn	Slime_Monster
coords	430 190
at	2500

######################################################################


wait 
at 2800

group   3 3
at      2800


spawn	Slime_Monster
coords	430 190
at	2800

spawn	zombi4
coords	350 210
at	2800



spawn	Slime_Monster
coords	430 190
at	2800

spawn	ghoul
coords	350 210
at	2800

spawn	walker
coords	350 210
at	2800

spawn	zombi4
coords	350 210
at	2800



spawn	Slime_Monster
coords	430 190
at	2800

spawn	ghoul
coords	350 210
at	2800

spawn	walker
coords	350 210
at	2800

###############################################################################

wait 
at 3400

group   17 17
at      3400


spawn	Boreworm
map     2
coords	350 170
at	3400


spawn	Screaming_Mimi
map     3
coords	370 190
at	3400

spawn	walker
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400


spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Boreworm
map     2
coords	350 170
at	3400


spawn	Screaming_Mimi
map     3
coords	370 190
at	3400

spawn	walker
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400


spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Boreworm
map     2
coords	350 170
at	3400


spawn	Screaming_Mimi
map     3
coords	370 190
at	3400

spawn	walker
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400


spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Boreworm
map     2
coords	350 170
at	3400


spawn	Screaming_Mimi
map     3
coords	370 190
at	3400

spawn	walker
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400


spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Boreworm
map     2
coords	350 170
at	3400


spawn	Screaming_Mimi
map     3
coords	370 190
at	3400

spawn	walker
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400


spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Boreworm
map     2
coords	350 170
at	3400


spawn	Screaming_Mimi
map     3
coords	370 190
at	3400

spawn	walker
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400


spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	zombi4
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	ghoul
coords	350 210
at	3400

spawn	walker
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Slime_Monster
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400

spawn	Hell_Hound
coords	350 210
at	3400







